date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-19,2412,98年,0.0,0.0,,0.0,0.0,0.0,0.0,4.06,0.0,2010-08-12,,1800928610.0,0.0,0.0,0.0,41211181.0,0.0,2010-07-28,15:05:31
2011-07-27,2412,99年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5243,0.0,2011-07-21,,2144074405.0,0.0,0.0,0.0,45043580.0,0.0,2011-06-30,18:13:40
2012-07-23,2412,100年,0.0,0.0,,0.0,0.0,0.0,0.0,5.4608,0.0,2012-07-17,,2040089772.0,0.0,0.0,0.0,44446400.0,0.0,2012-06-29,09:41:42
2013-07-23,2412,101年,0.0,0.0,,0.0,0.0,0.0,0.0,4.6295,0.7205,2013-07-17,,1533081870.0,0.0,0.0,0.0,37483664.0,0.0,2013-07-03,13:17:27
2014-07-23,2412,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3881,2.137,2014-07-17,,758627105.0,0.0,0.0,0.0,19303489.0,0.0,2014-06-25,10:25:30
2015-07-23,2412,103年,0.0,0.0,,0.0,0.0,0.0,0.0,4.8564,0.0,2015-07-16,2015-08-27,1510068340.0,0.0,0.0,0.0,39222554.0,0.0,2015-06-29,14:06:11
2016-07-28,2412,104年,0.0,0.0,,0.0,0.0,0.0,0.0,5.4852,0.0,2016-07-21,2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-27,10:29:46
2017-07-29,2412,105年,0.0,0.0,,0.0,0.0,0.0,0.0,4.9419,0.0,2017-07-21,2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-26,17:13:07
2018-07-29,2412,106年,0.0,0.0,,0.0,0.0,0.0,0.0,4.796,0.0,2018-07-23,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-20,17:40:41
2019-07-31,2412,107年,0.0,0.0,,0.0,0.0,0.0,0.0,4.479,0.0,2019-07-25,2019-08-28,0.0,0.0,0.0,0.0,0.0,7757446545.0,2019-06-24,10:56:26
2020-07-08,2412,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.226,0.0,2020-07-02,2020-08-06,0.0,0.0,0.0,0.0,0.0,7757446545.0,2020-06-09,09:19:14
2021-08-31,2412,109年,0.0,0.0,,0.0,0.0,0.0,0.0,4.306,0.0,2021-08-25,2021-09-28,0.0,0.0,0.0,0.0,0.0,7757446545.0,2021-08-09,14:53:30
2022-07-07,2412,110年,0.0,0.0,,0.0,0.0,0.0,0.0,4.608,0.0,2022-06-30,2022-08-05,0.0,0.0,0.0,0.0,0.0,7757446545.0,2022-06-02,15:14:18
2023-07-06,2412,111年,0.0,0.0,,0.0,0.0,0.0,0.0,4.702,0.0,2023-06-29,2023-08-04,0.0,0.0,0.0,0.0,0.0,7757446545.0,2023-06-05,11:36:27
2024-07-12,2412,112年,0.0,0.0,,0.0,0.0,0.0,0.0,4.758,0.0,2024-07-04,2024-08-08,0.0,0.0,0.0,0.0,0.0,7757446545.0,2024-06-17,16:18:06
2025-07-11,2412,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2025-07-03,2025-08-08,0.0,0.0,0.0,0.0,0.0,7757446545.0,2025-06-10,14:07:31
