date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2011-07-09,3665,99年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2011-07-01,,0.0,0.0,0.0,0.0,7136850.0,0.0,2011-06-17,09:51:33
2012-07-03,3665,100年,0.2,0.0,2012-06-27,0.0,0.0,0.0,0.0,2.0,0.0,2012-06-27,,0.0,0.0,0.0,0.0,3187875.0,0.0,2012-06-13,10:25:11
2013-07-16,3665,101年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2013-07-10,,0.0,0.0,0.0,0.0,8131200.0,0.0,2013-06-24,09:41:11
2014-07-16,3665,102年,0.49926159,0.0,2014-07-10,0.0,0.0,0.0,0.0,4.99261713,0.0,2014-07-10,,0.0,0.0,0.0,0.0,8388800.0,0.0,2014-06-25,18:27:43
2014-08-05,3665,103年,0.0,0.0,2014-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2500000.0,2.502667248,112.2,8388800.0,0.0,2014-07-22,17:06:07
2015-08-04,3665,103年,0.49688236,0.0,2015-07-29,0.0,0.0,0.0,0.0,4.96882454,0.0,2015-07-29,2015-08-31,0.0,0.0,0.0,0.0,8878800.0,0.0,2015-07-15,09:36:11
2016-08-12,3665,104年,0.49135186,0.0,2016-08-04,0.0,0.0,0.0,0.0,5.40487048,0.0,2016-08-04,2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-19,16:26:41
2017-08-11,3665,105年,0.0,0.0,,0.0,0.0,0.0,0.0,6.31417841,0.0,2017-08-03,2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-19,09:42:43
2017-12-25,3665,106年,0.0,0.0,2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3000000.0,2.076099298,210.0,0.0,0.0,2017-12-12,16:44:23
2018-08-10,3665,106年,0.0,0.0,,0.0,0.0,0.0,0.0,6.82777213,0.0,2018-08-02,2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-23,10:15:34
2019-08-10,3665,107年,0.0,0.0,,0.0,0.0,0.0,0.0,7.5,0.0,2019-08-02,2019-09-02,0.0,0.0,0.0,0.0,0.0,118517407.0,2019-07-04,17:32:36
2020-07-21,3665,108年,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,2020-07-15,2020-08-14,0.0,0.0,0.0,0.0,0.0,130517407.0,2020-06-30,16:09:40
2021-07-14,3665,109年,0.0,0.0,,0.0,0.0,0.0,0.0,8.02486316,0.0,2021-07-08,2021-08-12,0.0,0.0,0.0,0.0,0.0,133636295.0,2021-06-23,14:41:53
2022-07-22,3665,110年,0.0,0.0,,0.0,0.0,0.0,0.0,9.44960126,0.0,2022-07-14,2022-08-18,0.0,0.0,0.0,0.0,0.0,152750909.0,2022-06-29,17:20:41
2023-04-26,3665,不適用,0.0,0.0,2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5000000.0,2.554894136,230.0,0.0,156562260.0,2023-04-13,16:47:12
2023-07-31,3665,111年,0.0968169022,0.0,2023-07-25,0.0,0.0,0.0,0.0,9.88572038,0.0,2023-07-25,2023-08-18,0.0,0.0,0.0,0.0,0.0,161589760.0,2023-07-10,17:00:04
2024-07-29,3665,112年,0.0,0.0,,0.0,0.0,0.0,0.0,8.7807351,0.0,2024-07-23,2024-08-16,0.0,0.0,0.0,0.0,0.0,173034728.0,2024-07-08,17:03:27
2025-07-25,3665,113年,0.098836074,0.0,2025-07-17,0.0,0.0,0.0,0.0,10.50548249,0.0,2025-07-17,2025-08-22,0.0,0.0,0.0,0.0,0.0,192071065.0,2025-07-02,17:37:32
2026-07-21,3665,114年,0.0,0.0,,0.0,0.0,0.0,0.0,15.18493889,0.0,2026-07-15,2026-08-18,0.0,0.0,0.0,0.0,0.0,195078405.0,2026-06-30,17:08:09
