date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-20,2486,98年,0.0,0.0,,0.0,0.0,0.0,0.0,2.49371389,0.0,2010-07-14,,58821359.0,0.0,0.0,0.0,17646408.0,0.0,2010-06-29,14:19:12
2011-07-25,2486,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.24703489,0.0,2011-07-19,,29125622.0,0.0,0.0,0.0,8737687.0,0.0,2011-06-29,14:29:19
2013-07-31,2486,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2013-07-25,,11677950.0,0.0,0.0,0.0,3503385.0,0.0,2013-07-10,11:23:28
2014-07-23,2486,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.74836078,0.0,2014-07-17,2014-08-14,17612054.0,0.0,0.0,0.0,5283616.0,0.0,2014-07-02,14:33:40
2015-07-28,2486,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.74939161,0.0,2015-07-22,2015-08-18,17680007.0,0.0,0.0,0.0,5304002.0,0.0,2015-07-07,09:52:51
2021-08-03,2486,不適用,0.0,0.0,2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,20000000.0,7.9224166,43.0,0.0,201958579.0,2021-07-21,15:03:14
2022-06-11,2486,110年,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,0.15,2022-06-02,2022-07-11,0.0,0.0,0.0,0.0,0.0,221958579.0,2022-05-16,16:54:57
2023-06-20,2486,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.0,2023-06-14,2023-07-13,0.0,0.0,0.0,0.0,0.0,217958579.0,2023-05-16,17:34:34
2024-06-08,2486,112年,0.0,0.0,2024-05-31,0.0,0.0,0.0,0.0,0.65,0.0,2024-05-31,2024-06-25,0.0,12000000.0,4.0548106,72.0,0.0,221958579.0,2024-05-24,15:35:23
2025-07-04,2486,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15129333,0.35301778,2025-06-26,2025-07-22,0.0,0.0,0.0,0.0,0.0,231958579.0,2025-06-11,18:09:05
2026-05-31,2486,114年,0.0,0.0,,0.0,0.0,0.0,0.0,0.24923022,0.24923022,2026-05-25,2026-06-30,0.0,0.0,0.0,0.0,0.0,232675010.0,2026-05-08,16:54:11
