date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-13,2377,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.49997287,0.0,2010-08-05,,120000000.0,0.0,0.0,0.0,12000000.0,0.0,2010-07-21,09:27:09
2011-08-15,2377,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.52693446,0.0,2011-08-09,,86000000.0,0.0,0.0,0.0,8600000.0,0.0,2011-07-26,10:24:18
2012-08-17,2377,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.41893813,0.6284072,2012-08-09,,66000000.0,0.0,0.0,0.0,6600000.0,0.0,2012-07-25,14:51:34
2013-08-19,2377,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.8,2013-08-13,,120000000.0,0.0,0.0,0.0,12000000.0,0.0,2013-07-29,15:28:11
2014-08-19,2377,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2014-08-13,2014-09-19,180000000.0,0.0,0.0,0.0,18000000.0,0.0,2014-07-29,09:58:23
2015-08-18,2377,103年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2015-08-12,2015-09-18,265000000.0,0.0,0.0,0.0,26500000.0,0.0,2015-07-24,17:40:18
2016-08-22,2377,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,1.0,2016-08-16,2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-01,09:55:00
2017-08-22,2377,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,1.0,2017-08-16,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-24,17:48:45
2018-08-28,2377,106年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2018-08-22,2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-27,17:24:18
2019-09-01,2377,107年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.5,2019-08-26,2019-09-20,0.0,0.0,0.0,0.0,0.0,844856199.0,2019-08-12,10:24:21
2020-08-30,2377,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.2,0.0,2020-08-24,2020-09-18,0.0,0.0,0.0,0.0,0.0,844856199.0,2020-08-10,09:55:44
2021-08-29,2377,109年,0.0,0.0,,0.0,0.0,0.0,0.0,6.1,0.0,2021-08-23,2021-09-16,0.0,0.0,0.0,0.0,0.0,844856199.0,2021-07-01,11:42:46
2022-08-23,2377,110年,0.0,0.0,,0.0,0.0,0.0,0.0,10.5,0.0,2022-08-17,2022-09-16,0.0,0.0,0.0,0.0,0.0,844856199.0,2022-05-09,10:26:15
2023-09-03,2377,111年,0.0,0.0,,0.0,0.0,0.0,0.0,6.6,0.0,2023-08-28,2023-09-22,0.0,0.0,0.0,0.0,0.0,844856199.0,2023-08-14,12:02:02
2024-09-01,2377,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.4,0.0,2024-08-26,2024-09-20,0.0,0.0,0.0,0.0,0.0,844856199.0,2024-08-09,18:17:47
2025-08-31,2377,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2025-08-25,2025-09-18,0.0,0.0,0.0,0.0,0.0,844856199.0,2025-08-08,17:07:21
