date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-28,2845,98年,0.349,0.0,2010-08-20,5861971.0,58619710.0,8.69,0.00303133,0.1,0.0,2010-08-20,,0.0,0.0,0.0,0.0,18875545.0,0.0,2010-08-05,18:04:09
2011-08-28,2845,99年,0.515,0.0,2011-08-22,8043315.0,80433150.0,7.78,0.00400733,0.25,0.0,2011-08-22,,0.0,0.0,0.0,0.0,33379760.0,0.0,2011-08-05,19:02:00
2012-09-24,2845,100年,0.534,0.0,2012-09-18,10568089.0,105680890.0,9.34,0.00498833,0.25,0.0,2012-09-18,,0.0,0.0,0.0,0.0,36107640.0,0.0,2012-08-31,16:55:48
2013-09-09,2845,101年,0.493,0.0,2013-09-03,9315191.0,93151910.0,8.43,0.00415438,0.23,0.0,2013-09-03,,0.0,0.0,0.0,0.0,35242473.0,0.0,2013-08-19,14:28:42
2014-08-11,2845,102年,0.449,0.0,2014-08-05,12260455.0,122604550.0,10.01,0.00449575,0.25,0.0,2014-08-05,2014-09-10,0.0,0.0,0.0,0.0,41440341.0,0.0,2014-07-21,14:35:17
2015-09-07,2845,103年,0.537,0.0,2015-09-01,17736559.0,177365590.0,11.54,0.00619764,0.4,0.0,2015-09-01,2015-09-25,0.0,0.0,0.0,0.0,58294158.0,0.0,2015-08-13,17:50:01
2016-09-07,2845,104年,0.2,0.0,2016-09-01,0.0,0.0,0.0,0.0,0.4,0.0,2016-09-01,2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-17,15:55:36
2017-09-06,2845,105年,0.23,0.0,2017-08-31,0.0,0.0,0.0,0.0,0.42,0.0,2017-08-31,2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-15,09:54:11
2018-09-12,2845,106年,0.271,0.0,2018-09-06,0.0,0.0,0.0,0.0,0.439,0.0,2018-09-06,2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-22,16:31:29
2019-09-04,2845,107年,0.265,0.0,2019-08-29,0.0,0.0,0.0,0.0,0.45,0.0,2019-08-29,2019-09-27,0.0,0.0,0.0,0.0,0.0,3269185979.0,2019-08-14,15:00:04
2020-09-07,2845,108年,0.275,0.0,2020-09-01,0.0,0.0,0.0,0.0,0.468,0.0,2020-09-01,2020-09-29,0.0,0.0,0.0,0.0,0.0,3355819407.0,2020-08-17,17:00:07
2021-09-27,2845,109年,0.191,0.0,2021-09-17,0.0,0.0,0.0,0.0,0.326,0.0,2021-09-17,2021-10-19,0.0,0.0,0.0,0.0,0.0,3448104441.0,2021-09-03,10:09:33
2022-09-12,2845,110年,0.158,0.0,2022-09-06,0.0,0.0,0.0,0.0,0.43,0.0,2022-09-06,2022-10-06,0.0,500000000.0,11.383158363,9.62,0.0,3513963236.0,2022-08-30,16:30:33
2023-07-12,2845,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4089,0.0,2023-07-06,2023-08-04,0.0,0.0,0.0,0.0,0.0,4069483855.0,2023-06-19,16:52:47
2024-09-02,2845,112年,0.506,0.0,2024-08-27,0.0,0.0,0.0,0.0,0.506,0.0,2024-08-27,2024-09-26,0.0,0.0,0.0,0.0,0.0,4069483855.0,2024-08-12,15:08:43
2025-09-08,2845,113年,0.25,0.0,2025-09-02,0.0,0.0,0.0,0.0,0.5,0.0,2025-09-02,2025-09-30,0.0,483000000.0,9.037751407,11.06,0.0,4275399738.0,2025-08-26,14:47:49
