date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-27,1582,98年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2010-07-21,,61000000.0,0.0,0.0,0.0,15000000.0,0.0,2010-07-05,18:06:04
2011-08-12,1582,99年,0.0,0.0,,0.0,0.0,0.0,0.0,3.48469221,0.0,2011-08-04,,42000000.0,0.0,0.0,0.0,10000000.0,0.0,2011-07-21,09:47:25
2012-08-03,1582,100年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2012-07-26,,40000000.0,0.0,0.0,0.0,10000000.0,0.0,2012-07-11,14:50:04
2013-08-23,1582,101年,0.0,0.0,,0.0,0.0,0.0,0.0,3.94056641,0.0,2013-08-15,,60000000.0,0.0,0.0,0.0,12000000.0,0.0,2013-07-30,15:47:20
2014-07-21,1582,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2014-07-15,,54000000.0,0.0,0.0,0.0,12000000.0,0.0,2014-06-30,11:58:19
2015-08-01,1582,103年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2015-07-24,2015-08-21,68500000.0,0.0,0.0,0.0,17000000.0,0.0,2015-07-08,16:04:22
2016-07-31,1582,104年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2016-07-25,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-07,11:46:59
2017-07-25,1582,105年,0.0,0.0,,0.0,0.0,0.0,0.0,5.44766688,0.0,2017-07-19,2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-04,14:50:36
2018-07-23,1582,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2018-07-17,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-02,17:14:22
2019-07-14,1582,107年,0.0,0.0,,0.0,0.0,0.0,0.0,6.5,0.0,2019-07-08,2019-08-02,0.0,0.0,0.0,0.0,0.0,123724171.0,2019-06-21,16:52:25
2020-07-21,1582,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2020-07-15,2020-08-13,0.0,0.0,0.0,0.0,0.0,123724171.0,2020-06-30,16:29:05
2021-08-23,1582,109年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2021-08-17,2021-09-15,0.0,0.0,0.0,0.0,0.0,123724171.0,2021-08-02,16:34:04
2022-07-16,1582,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.3,2022-07-08,2022-08-05,0.0,0.0,0.0,0.0,0.0,123724171.0,2022-06-23,15:41:06
2023-07-24,1582,111年,0.0,0.0,,0.0,0.0,0.0,0.0,2.99996064,0.0,2023-07-18,2023-08-16,0.0,0.0,0.0,0.0,0.0,123725794.0,2023-07-03,17:04:23
2024-07-27,1582,112年,0.0,0.0,,0.0,0.0,0.0,0.0,4.03018201,0.0,2024-07-19,2024-08-21,0.0,0.0,0.0,0.0,0.0,143417840.0,2024-07-04,15:06:37
2025-06-22,1582,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2025-06-16,2025-07-11,0.0,0.0,0.0,0.0,0.0,144268604.0,2025-05-29,15:45:41
