date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-04,3653,98年,0.961758693,0.0,2010-07-29,0.0,0.0,0.0,0.0,2.88527616,0.0,2010-07-29,,0.0,0.0,0.0,0.0,6756496.0,0.0,2010-07-12,16:14:36
2011-08-17,3653,99年,0.99992168,0.0,2011-08-11,0.0,0.0,0.0,0.0,3.99968722,0.0,2011-08-11,,0.0,0.0,0.0,0.0,9493833.0,0.0,2011-07-25,12:36:22
2011-10-25,3653,100年,0.0,0.0,2011-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,10000000.0,8.7205545,75.0,9493833.0,0.0,2011-10-12,18:46:57
2012-07-21,3653,100年,0.502469421,0.0,2012-07-13,0.0,0.0,0.0,0.0,3.0148167,0.0,2012-07-13,,0.0,0.0,0.0,0.0,8632000.0,0.0,2012-06-26,16:23:28
2013-07-15,3653,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.00944963,0.0,2013-07-09,,21412000.0,0.0,0.0,0.0,4284000.0,0.0,2013-06-25,15:32:49
2014-07-09,3653,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2014-07-03,,26038000.0,0.0,0.0,0.0,5207000.0,0.0,2014-06-18,18:02:08
2015-07-10,3653,103年,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,0.0,2015-07-02,2015-07-24,36587000.0,0.0,0.0,0.0,7317000.0,0.0,2015-06-24,10:42:32
2016-07-22,3653,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2016-07-14,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-24,09:59:01
2017-07-15,3653,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2017-07-07,2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-21,11:01:24
2018-08-13,3653,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2018-08-07,2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-23,15:44:53
2019-08-06,3653,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5275185,0.0,2019-07-31,2019-08-28,0.0,0.0,0.0,0.0,0.0,121025402.0,2019-07-17,11:55:35
2020-08-26,3653,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-08-20,2020-09-16,0.0,0.0,0.0,0.0,0.0,121025402.0,2020-08-05,14:21:51
2021-09-06,3653,109年,0.0,0.0,,0.0,0.0,0.0,0.0,6.00083463,0.0,2021-08-31,2021-09-29,0.0,0.0,0.0,0.0,0.0,122208402.0,2021-08-16,16:31:59
2022-07-20,3653,110年,0.0,0.0,,0.0,0.0,0.0,0.0,5.99719143,0.0,2022-07-14,2022-08-10,0.0,0.0,0.0,0.0,0.0,122259631.0,2022-06-29,17:00:08
2022-09-07,3653,110年,0.99963,0.0,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,122247631.0,2022-08-18,11:10:12
2023-08-29,3653,111年,0.0,0.0,,0.0,0.0,0.0,0.0,11.66036423,0.0,2023-08-23,2023-09-18,0.0,0.0,0.0,0.0,0.0,140816830.0,2023-08-09,11:24:24
2024-07-16,3653,112年,0.0,0.0,,0.0,0.0,0.0,0.0,9.85472863,0.0,2024-07-10,2024-08-08,0.0,0.0,0.0,0.0,0.0,142892651.0,2024-06-25,18:15:35
2025-07-24,3653,113年,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,2025-07-17,2025-08-18,0.0,0.0,0.0,0.0,0.0,142922005.0,2025-07-02,18:01:29
2026-07-28,3653,114年,0.0,0.0,,0.0,0.0,0.0,0.0,21.72071283,0.0,2026-07-22,2026-08-18,0.0,0.0,0.0,0.0,0.0,146732803.0,2026-07-03,16:13:51
