date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-09-14,2834,98年,0.4,0.0,2010-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,,80195861.0,0.0,0.0,0.0,10024482.0,0.0,2010-08-24,14:04:55
2011-09-14,2834,99年,0.45,0.0,2011-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,,112349125.0,0.0,0.0,0.0,14043641.0,0.0,2011-08-23,16:04:59
2011-11-07,2834,100年,0.0,0.0,2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,500000000.0,8.90773,10.0,14043641.0,0.0,2011-10-25,15:43:34
2012-07-16,2834,100年,0.4,0.0,2012-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,,148291699.0,0.0,0.0,0.0,18536462.0,0.0,2012-06-26,18:22:01
2013-08-19,2834,101年,0.4,0.0,2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,,161424175.0,0.0,0.0,0.0,20178022.0,0.0,2013-07-29,09:42:07
2014-08-18,2834,102年,0.4,0.0,2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,,167589645.0,0.0,0.0,0.0,20948706.0,0.0,2014-07-24,20:26:07
2015-08-31,2834,103年,0.73,0.0,2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,,305346693.0,0.0,0.0,0.0,38168337.0,0.0,2015-08-11,10:32:18
2016-09-10,2834,104年,0.5,0.0,2016-09-02,0.0,0.0,0.0,0.0,0.1,0.0,2016-09-02,2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-19,17:41:49
2017-08-07,2834,105年,0.3,0.0,2017-08-01,0.0,0.0,0.0,0.0,0.102,0.0,2017-08-01,2017-09-05,0.0,0.0,3.0,0.0,0.0,0.0,2017-07-13,16:42:02
2018-09-12,2834,106年,0.4,0.0,2018-09-06,0.0,0.0,0.0,0.0,0.268,0.0,2018-09-06,2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-23,09:53:47
2019-08-20,2834,107年,0.5,0.0,2019-08-14,0.0,0.0,0.0,0.0,0.3,0.0,2019-08-14,2019-09-19,0.0,0.0,0.0,0.0,0.0,6393880193.0,2019-07-31,12:00:19
2020-07-28,2834,108年,0.5,0.0,2020-07-22,0.0,0.0,0.0,0.0,0.2,0.0,2020-07-22,2020-08-26,0.0,0.0,0.0,0.0,0.0,7131984244.0,2020-07-07,18:00:38
2021-09-14,2834,109年,0.34,0.0,2021-09-08,0.0,0.0,0.0,0.0,0.1,0.0,2021-09-08,2021-10-13,0.0,0.0,0.0,0.0,0.0,7488583457.0,2021-08-25,11:16:52
2022-08-08,2834,110年,0.37,0.0,2022-08-02,0.0,0.0,0.0,0.0,0.1,0.0,2022-08-02,2022-09-07,0.0,0.0,0.0,0.0,0.0,7743195295.0,2022-07-18,10:57:45
2023-09-08,2834,111年,0.24,0.0,2023-08-31,0.0,0.0,0.0,0.0,0.1,0.0,2023-08-31,2023-10-06,0.0,0.0,0.0,0.0,0.0,8029693521.0,2023-08-17,14:16:45
2024-08-16,2834,112年,1.15,0.0,2024-08-08,0.0,0.0,0.0,0.0,0.2,0.0,2024-08-08,2024-09-13,0.0,0.0,0.0,0.0,0.0,8222406166.0,2024-07-23,17:46:42
2025-08-11,2834,113年,0.6,0.0,2025-08-05,0.0,0.0,0.0,0.0,0.2,0.0,2025-08-05,2025-09-09,0.0,0.0,0.0,0.0,0.0,9167982876.0,2025-07-21,16:37:00
