date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-07,1560,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2010-07-01,,10000000.0,0.0,0.0,0.0,1600000.0,0.0,2010-06-15,14:56:53
2011-07-16,1560,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2011-07-08,,40000000.0,0.0,0.0,0.0,4230000.0,0.0,2011-06-22,19:44:20
2012-07-07,1560,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2012-06-29,,60000000.0,0.0,0.0,0.0,7800000.0,0.0,2012-06-13,16:05:10
2013-07-07,1560,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2013-07-01,,60000000.0,0.0,0.0,0.0,7200000.0,0.0,2013-06-13,16:15:44
2014-07-06,1560,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2014-06-30,,70000000.0,0.0,0.0,0.0,9400000.0,0.0,2014-06-12,17:37:23
2015-07-06,1560,103年,0.0,0.0,,0.0,0.0,0.0,0.0,4.1,0.0,2015-06-30,2015-07-17,92000000.0,0.0,0.0,0.0,11500000.0,0.0,2015-06-12,16:24:20
2016-07-09,1560,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.7,0.0,2016-07-01,2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-16,11:37:36
2017-07-09,1560,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2017-07-03,2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16,15:46:51
2018-07-09,1560,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2018-07-03,2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-19,15:22:13
2019-07-09,1560,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2019-07-03,2019-07-31,0.0,0.0,0.0,0.0,0.0,141000000.0,2019-06-17,15:43:07
2020-07-12,1560,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,1.5,2020-07-06,2020-07-31,0.0,0.0,0.0,0.0,0.0,141000000.0,2020-06-17,09:46:26
2021-08-03,1560,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.79833843,0.0,2021-07-28,2021-08-20,0.0,0.0,0.0,0.0,0.0,141553000.0,2021-07-13,15:53:47
2022-07-20,1560,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.79669382,0.0,2022-07-14,2022-07-29,0.0,0.0,0.0,0.0,0.0,143126000.0,2022-06-29,11:35:33
2023-07-19,1560,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.99875091,0.0,2023-07-13,2023-07-28,0.0,0.0,0.0,0.0,0.0,144104750.0,2023-06-28,14:31:29
2024-07-17,1560,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.49780397,1.49868237,2024-07-11,2024-08-02,0.0,0.0,0.0,0.0,0.0,145148000.0,2024-06-26,14:34:42
2025-07-27,1560,113年,0.0,0.0,,0.0,0.0,0.0,0.0,2.69097788,1.29565601,2025-07-21,2025-08-13,0.0,0.0,0.0,0.0,0.0,146533580.0,2025-07-03,16:15:00
2026-07-22,1560,114年,0.0,0.0,,0.0,0.0,0.0,0.0,3.65712194,1.28493474,2026-07-16,2026-08-06,0.0,0.0,0.0,0.0,0.0,150289456.0,2026-07-02,10:57:36
