date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-31,2441,98年,0.1999512174,0.0,2010-08-25,0.0,0.0,0.0,0.0,1.799561,0.0,2010-08-25,,197964460.0,0.0,0.0,0.0,39592893.0,0.0,2010-08-06,08:43:37
2011-08-31,2441,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2011-08-25,,202513874.0,0.0,0.0,0.0,40502774.0,0.0,2011-08-10,17:04:33
2012-08-31,2441,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2012-08-23,,121618080.0,0.0,0.0,0.0,24323615.0,0.0,2012-08-08,16:14:42
2013-08-31,2441,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.6,2013-08-23,,167155737.0,0.0,0.0,0.0,33431147.0,0.0,2013-08-08,16:03:33
2014-08-31,2441,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.2,2014-08-25,2014-10-09,218085753.0,0.0,0.0,0.0,43617151.0,0.0,2014-08-11,09:41:21
2015-09-01,2441,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.8,0.0,2015-08-26,2015-09-30,305506088.0,0.0,0.0,0.0,61101218.0,0.0,2015-08-11,14:36:29
2016-09-01,2441,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.71,0.69,2016-08-25,2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-10,09:17:42
2017-09-01,2441,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.75,0.0,2017-08-24,2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-09,15:00:18
2018-09-01,2441,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2018-08-24,2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-08,09:14:46
2019-09-02,2441,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2019-08-27,2019-09-27,0.0,0.0,0.0,0.0,0.0,568845921.0,2019-08-08,17:46:18
2020-09-01,2441,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,2020-08-26,2020-09-26,0.0,0.0,0.0,0.0,0.0,568845921.0,2020-08-06,17:12:39
2021-09-03,2441,109年,0.0,0.0,,0.0,0.0,0.0,0.0,3.1,0.0,2021-08-26,2021-09-29,0.0,0.0,0.0,0.0,0.0,568845921.0,2021-08-04,16:40:41
2022-09-02,2441,110年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2022-08-25,2022-09-28,0.0,0.0,0.0,0.0,0.0,568845921.0,2022-08-04,11:15:59
2023-09-04,2441,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.7,0.0,2023-08-29,2023-09-27,0.0,0.0,0.0,0.0,0.0,568845921.0,2023-08-04,09:18:05
2024-09-02,2441,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2024-08-27,2024-09-27,0.0,0.0,0.0,0.0,0.0,568845921.0,2024-08-07,16:24:38
2025-09-03,2441,113年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2025-08-28,2025-09-24,0.0,0.0,0.0,0.0,0.0,568845921.0,2025-08-06,17:21:54
