date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-08,6005,98年,0.8399999961,0.0,2010-08-02,0.0,0.0,0.0,0.0,0.1,0.0,2010-08-02,,56996088.0,0.0,0.0,0.0,75994784.0,0.0,2010-07-16,17:56:34
2011-09-25,6005,99年,0.15,0.0,2011-09-19,0.0,0.0,0.0,0.0,0.3,0.0,2011-09-19,,33881546.0,0.0,0.0,0.0,45175395.0,0.0,2011-08-30,17:22:40
2012-08-12,6005,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2012-08-06,,19105427.0,0.0,0.0,0.0,25473903.0,0.0,2012-07-19,09:24:09
2013-08-04,6005,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15,0.0,2013-07-29,,11463256.0,0.0,0.0,0.0,15284342.0,0.0,2013-07-10,09:40:20
2014-08-10,6005,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.45,0.0,2014-08-04,2014-09-05,14376636.0,0.0,0.0,0.0,25435587.0,0.0,2014-07-21,10:46:26
2015-08-19,6005,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,2015-08-13,2015-09-11,22210059.0,0.0,0.0,0.0,37016765.0,0.0,2015-07-27,17:34:41
2016-08-17,6005,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.49,0.0,2016-08-11,2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-27,15:54:48
2017-08-21,6005,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.37,0.0,2017-08-15,2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-01,10:34:51
2018-09-01,6005,106年,0.7,0.0,2018-08-24,0.0,0.0,0.0,0.0,0.2,0.0,2018-08-24,2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-03,15:05:12
2019-08-18,6005,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.0,2019-08-12,2019-09-12,0.0,0.0,0.0,0.0,0.0,2320908097.0,2019-07-29,17:11:46
2020-08-19,6005,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2020-08-13,2020-09-11,0.0,0.0,0.0,0.0,0.0,2170908097.0,2020-07-30,09:22:45
2021-08-07,6005,109年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2021-07-30,2021-08-27,0.0,0.0,0.0,0.0,0.0,2170908097.0,2021-07-15,09:53:29
2022-07-20,6005,110年,0.0,0.0,,0.0,0.0,0.0,0.0,1.65,0.0,2022-07-14,2022-08-10,0.0,0.0,0.0,0.0,0.0,2170908097.0,2022-06-29,16:09:02
2023-07-19,6005,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.39,0.0,2023-07-13,2023-08-09,0.0,0.0,0.0,0.0,0.0,2170908097.0,2023-06-28,15:22:44
2024-07-22,6005,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.33,0.0,2024-07-16,2024-08-20,0.0,0.0,0.0,0.0,0.0,2170908097.0,2024-06-28,17:07:31
2025-06-23,6005,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2025-06-17,2025-07-14,0.0,0.0,0.0,0.0,0.0,2170908097.0,2025-06-02,15:31:11
2026-08-17,6005,114年,1.31,0.0,2026-08-11,0.0,0.0,0.0,0.0,0.4,0.0,2026-08-11,2026-09-15,0.0,0.0,0.0,0.0,0.0,2170908097.0,2026-07-23,09:37:14
