date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-10-06,5469,98年,0.999835,0.0,2010-09-30,0.0,0.0,0.0,0.0,1.199802,0.0,2010-09-30,,56223382.0,0.0,0.0,0.0,22489353.0,0.0,2010-09-13,11:18:03
2011-08-10,5469,99年,0.38,0.0,2011-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,,10707349.0,0.0,0.0,0.0,3369550.0,0.0,2011-07-07,19:06:00
2012-03-31,5469,100年,0.0,0.0,2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,50000000.0,8.7827,16.0,8752838.0,0.0,2012-03-16,17:32:11
2012-09-04,5469,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4807188,0.0,2012-08-29,,27960353.0,0.0,0.0,0.0,8752838.0,0.0,2012-08-14,15:52:36
2013-09-10,5469,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.40444014,0.0,2013-09-04,,28382786.0,0.0,0.0,0.0,9720132.0,0.0,2013-08-20,14:10:28
2015-07-21,5469,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,2015-07-15,2015-08-12,23177649.0,0.0,0.0,0.0,12700081.0,0.0,2015-06-29,17:00:06
2016-07-24,5469,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2016-07-18,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-30,15:58:52
2017-08-14,5469,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,2017-08-08,2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-19,18:58:00
2018-07-24,5469,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2018-07-18,2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-02,14:30:18
2019-07-22,5469,107年,0.19955599,0.0,2019-07-16,0.0,0.0,0.0,0.0,0.99777992,0.0,2019-07-16,2019-08-09,0.0,0.0,0.0,0.0,0.0,450436180.0,2019-06-28,17:20:36
2020-04-30,5469,不適用,0.0,0.0,2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,37000000.0,6.0230991,36.0,0.0,491441352.0,2020-04-16,17:33:33
2020-07-31,5469,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.67396898,0.0,2020-07-23,2020-08-20,0.0,0.0,0.0,0.0,0.0,528441352.0,2020-07-08,17:33:52
2021-08-20,5469,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2021-08-12,2021-09-06,0.0,0.0,0.0,0.0,0.0,528441352.0,2021-07-26,16:23:49
2022-08-15,5469,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2022-08-09,2022-09-08,0.0,0.0,0.0,0.0,0.0,528441352.0,2022-07-14,15:57:43
2023-07-25,5469,111年,0.0,0.0,,0.0,0.0,0.0,0.0,2.4,0.0,2023-07-19,2023-08-18,0.0,0.0,0.0,0.0,0.0,528441352.0,2023-07-03,16:12:53
2024-07-15,5469,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.60913517,0.0,2024-07-09,2024-07-31,0.0,0.0,0.0,0.0,0.0,525441352.0,2024-06-21,16:45:54
2025-07-15,5469,113年,0.0,0.0,,0.0,0.0,0.0,0.0,2.52471925,0.0,2025-07-09,2025-07-25,0.0,0.0,0.0,0.0,0.0,481406000.0,2025-06-23,18:04:31
