date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2011-07-13,2458,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.54821,0.0,2011-07-07,,77500000.0,0.0,0.0,0.0,12500000.0,0.0,2011-06-17,18:23:14
2012-07-28,2458,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.9403998,0.1028883,2012-07-20,,45000000.0,0.0,0.0,0.0,8500000.0,0.0,2012-07-05,15:50:00
2013-07-16,2458,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.425,0.57924,2013-07-10,,130000000.0,0.0,0.0,0.0,20000000.0,0.0,2013-06-20,09:58:30
2014-07-22,2458,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.11773,1.41182,2014-07-16,,115000000.0,0.0,0.0,0.0,15000000.0,0.0,2014-06-27,17:35:44
2015-07-29,2458,103年,0.0,0.0,,0.0,0.0,0.0,0.0,3.079067,0.57923,2015-07-23,2015-08-28,174000000.0,0.0,0.0,0.0,26000000.0,0.0,2015-07-22,17:38:13
2016-09-14,2458,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.6055863,0.426801,2016-09-08,2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-22,09:06:16
2017-08-09,2458,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.998,0.572,2017-08-03,2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-17,15:04:08
2018-07-29,2458,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.28,2018-07-23,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-22,16:05:45
2019-08-17,2458,107年,0.0,0.0,,0.0,0.0,0.0,0.0,4.65,0.35,2019-08-09,2019-08-28,0.0,0.0,0.0,0.0,0.0,303880392.0,2019-07-17,10:44:19
2020-06-21,2458,108年,0.0,0.0,,0.0,0.0,0.0,0.0,6.5,0.0,2020-06-15,2020-07-03,0.0,0.0,0.0,0.0,0.0,303880392.0,2020-05-28,17:05:03
2021-07-30,2458,109年,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,2021-07-22,2021-08-11,0.0,0.0,0.0,0.0,0.0,303880392.0,2021-07-05,11:55:02
2022-07-13,2458,110年,0.0,0.0,,0.0,0.0,0.0,0.0,13.811657,0.0,2022-07-07,2022-07-27,0.0,0.0,0.0,0.0,0.0,297023392.0,2022-06-21,17:07:54
2023-04-06,2458,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.069257,0.0,2023-03-30,2023-04-26,0.0,0.0,0.0,0.0,0.0,297023392.0,2023-03-15,17:27:38
2023-08-13,2458,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.069257,0.0,2023-08-07,2023-08-29,0.0,0.0,0.0,0.0,0.0,297023392.0,2023-07-21,11:07:57
2023-10-16,2458,112年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,2.046171,0.0,2023-10-06,2023-10-31,0.0,0.0,0.0,0.0,0.0,297023392.0,2023-09-04,17:12:39
2024-04-05,2458,112年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,3.052417,0.0,2024-03-28,2024-04-26,0.0,0.0,0.0,0.0,0.0,298661992.0,2024-03-13,17:28:11
2024-10-01,2458,113年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,4.06989,0.0,2024-09-25,2024-10-18,0.0,0.0,0.0,0.0,0.0,298661992.0,2024-09-09,16:14:55
2025-04-03,2458,113年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,3.763396,0.0,2025-03-27,2025-04-17,0.0,0.0,0.0,0.0,0.0,298761392.0,2025-03-11,16:54:51
2025-10-04,2458,114年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,2.644548,0.0,2025-09-25,2025-10-22,0.0,0.0,0.0,0.0,0.0,298761392.0,2025-09-09,17:39:50
2026-04-02,2458,114年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,4.424533,0.0,2026-03-26,2026-04-22,0.0,0.0,0.0,0.0,0.0,298761392.0,2026-03-11,17:57:32
