date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2012-06-30,5234,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2012-06-22,,39076982.0,0.0,0.0,0.0,1953849.0,0.0,2012-06-07,17:10:14
2013-07-07,5234,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,2013-07-01,,61453235.0,0.0,0.0,0.0,3072662.0,0.0,2013-06-13,17:57:37
2014-08-10,5234,102年,0.5,0.0,2014-08-04,0.0,0.0,0.0,0.0,3.0,0.0,2014-08-04,2014-08-29,73952500.0,0.0,0.0,0.0,3697625.0,0.0,2014-07-18,18:13:48
2015-06-30,5234,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2015-06-24,2015-07-21,54691883.0,0.0,0.0,0.0,2734594.0,0.0,2015-06-05,15:41:29
2016-07-04,5234,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-06-28,2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-27,17:42:59
2017-07-07,5234,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2017-06-29,2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-14,09:12:58
2018-07-02,5234,106年,1.0,0.0,2018-06-26,0.0,0.0,0.0,0.0,3.5,0.0,2018-06-26,2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-08,16:04:22
2019-06-21,5234,107年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2019-06-13,2019-07-16,0.0,0.0,0.0,0.0,0.0,102715911.0,2019-06-14,09:02:42
2020-07-15,5234,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-07-09,2020-07-30,0.0,0.0,0.0,0.0,0.0,102715911.0,2020-06-23,10:48:40
2021-07-27,5234,109年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2021-07-21,2021-08-12,0.0,0.0,0.0,0.0,0.0,102715911.0,2021-07-07,08:49:13
2022-07-10,5234,110年,0.0,0.0,,0.0,0.0,0.0,0.0,5.3,0.0,2022-07-04,2022-07-29,0.0,0.0,0.0,0.0,0.0,102715911.0,2022-06-17,17:03:37
2023-07-11,5234,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2023-07-05,2023-07-31,0.0,0.0,0.0,0.0,0.0,102715911.0,2023-06-16,15:46:55
2024-07-10,5234,112年,0.0,0.0,,0.0,0.0,0.0,0.0,4.1,0.0,2024-07-04,2024-07-31,0.0,0.0,0.0,0.0,0.0,102715911.0,2024-05-29,17:37:39
2025-06-02,5234,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2025-05-27,2025-06-20,0.0,0.0,0.0,0.0,0.0,102715911.0,2025-05-14,14:58:45
2026-03-28,5234,114年,0.0,0.0,,0.0,0.0,0.0,0.0,6.5,0.0,2026-03-20,2026-04-21,0.0,0.0,0.0,0.0,0.0,102715911.0,2026-03-03,17:56:29
