date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-10-23,2888,99年,0.0,0.0,2010-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,600000000.0,5.74244,10.0,0.0,0.0,2010-10-08,18:24:27
2013-06-22,2888,102年,0.0,0.0,2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,650000000.0,5.77853959,10.0,4100000.0,0.0,2013-06-06,17:35:56
2013-09-16,2888,101年,0.262407178,0.0,2013-09-10,0.0,0.0,0.0,0.0,0.02915635,0.0,2013-09-10,,883000.0,0.0,0.0,0.0,4100000.0,0.0,2013-08-23,14:02:45
2014-09-30,2888,102年,0.542337663,0.0,2014-09-24,0.0,0.0,0.0,0.0,0.06025974,0.0,2014-09-24,2014-10-28,910000.0,0.0,0.0,0.0,4100000.0,0.0,2014-09-10,16:39:53
2015-08-24,2888,103年,0.40830327,0.0,2015-08-18,0.0,0.0,0.0,0.0,0.10207581,0.0,2015-08-18,2015-09-21,614000.0,0.0,0.0,0.0,3100000.0,0.0,2015-08-04,17:37:21
2017-08-04,2888,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20398877,0.0,2017-07-27,2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-11,09:41:48
2018-09-28,2888,107年,0.1440114829,0.0,2018-09-20,0.0,0.0,0.0,0.0,0.33602679,0.0,2018-09-20,2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05,10:07:54
2019-07-19,2888,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,2019-07-11,2019-08-16,0.0,0.0,0.0,0.0,0.0,12225922246.0,2019-06-25,12:03:13
2019-09-15,2888,不適用,0.0,0.0,2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,75000000.0,0.460087991,45.0,0.0,12225922246.0,2019-09-02,11:53:14
2020-04-25,2888,不適用,0.0,0.0,2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,420000000.0,2.491906791,7.8,0.0,12565922246.0,2020-04-10,17:19:17
2020-08-11,2888,不適用,0.0,0.0,2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,222000000.0,1.274795124,45.0,0.0,12985922246.0,2020-07-29,18:07:26
2021-08-04,2888,109年,0.0,0.0,2021-07-29,0.0,0.0,0.0,0.0,0.40014149,0.0,2021-07-29,2021-08-17,0.0,1000000000.0,5.631732427,8.2,0.0,13020394063.0,2021-07-22,17:12:57
2022-07-04,2888,110年,0.0,0.0,,0.0,0.0,0.0,0.0,0.40031978,0.0,2022-06-28,2022-07-20,0.0,0.0,0.0,0.0,0.0,15487618243.0,2022-05-31,17:12:07
2024-07-19,2888,不適用,0.0,0.0,2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1670000000.0,7.934934654,8.3,0.0,15487629042.0,2024-07-04,16:40:44
