date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-10,2481,99年,0.0,0.0,2010-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,30000000.0,7.17079,30.0,0.0,0.0,2010-07-20,15:03:16
2011-08-16,2481,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.199516,0.0,2011-08-10,,29096272.0,0.0,0.0,0.0,9698750.0,0.0,2011-07-26,16:25:11
2015-08-14,2481,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1974839,2015-08-06,2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-22,16:45:26
2016-07-23,2481,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.89602359,0.0,2016-07-15,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-30,17:27:55
2017-08-01,2481,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.4,2017-07-26,2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,17:47:21
2019-07-10,2481,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2019-07-04,2019-08-02,0.0,0.0,0.0,0.0,0.0,369794363.0,2019-06-18,14:46:33
2020-07-22,2481,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.05221308,0.0,2020-07-16,2020-08-12,0.0,0.0,0.0,0.0,0.0,332114927.0,2020-06-30,16:25:52
2021-08-13,2481,109年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2021-08-05,2021-09-03,0.0,0.0,0.0,0.0,0.0,332114927.0,2021-07-21,16:07:26
2022-07-11,2481,110年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2022-07-05,2022-08-01,0.0,0.0,0.0,0.0,0.0,382114927.0,2022-06-17,15:13:10
2023-08-05,2481,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2023-07-28,2023-08-30,0.0,0.0,0.0,0.0,0.0,382114927.0,2023-07-10,15:26:12
2024-08-10,2481,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2024-08-02,2024-08-30,0.0,0.0,0.0,0.0,0.0,382114927.0,2024-07-15,14:31:10
2025-07-16,2481,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.4,0.0,2025-07-10,2025-08-08,0.0,0.0,0.0,0.0,0.0,382114927.0,2025-06-23,16:59:46
2026-04-24,2481,114年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2026-04-16,2026-05-20,0.0,0.0,0.0,0.0,0.0,382114927.0,2026-03-13,15:42:15
