date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-31,2328,98年,0.3,0.0,2010-08-25,1133866.0,11338660.0,7.19,0.00232396,0.3,0.0,2010-08-25,,6.0,0.0,0.0,0.0,0.0,0.0,2010-07-28,14:25:27
2011-08-06,2328,99年,0.1,0.0,2011-07-29,702687.0,7026870.0,12.24,0.00139512,0.3,0.0,2011-07-29,,6.0,0.0,0.0,0.0,0.0,0.0,2011-07-13,09:06:08
2013-08-14,2328,101年,0.1,0.0,2013-08-08,1259764.0,12597640.0,19.83,0.00247297,0.3,0.0,2013-08-08,,14.0,0.0,0.0,0.0,0.0,0.0,2013-07-22,09:20:56
2014-08-20,2328,102年,0.05,0.0,2014-08-14,0.0,0.0,0.0,0.0,0.3,0.0,2014-08-14,2014-09-25,23431874.0,0.0,0.0,0.0,0.0,0.0,2014-07-29,11:52:12
2015-09-06,2328,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.28550805,0.0,2015-08-31,2015-09-25,15081955.0,0.0,0.0,0.0,0.0,0.0,2015-08-13,17:59:58
2016-09-03,2328,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,0.0,2016-08-26,2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-10,15:02:32
2017-09-04,2328,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,2017-08-29,2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11,14:57:10
2018-09-04,2328,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2018-08-29,2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-14,08:56:39
2019-09-04,2328,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2019-08-29,2019-09-25,0.0,0.0,0.0,0.0,0.0,518346282.0,2019-08-13,16:11:51
2020-09-06,2328,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-08-31,2020-09-25,0.0,0.0,0.0,0.0,0.0,518346282.0,2020-08-14,10:24:05
2021-09-05,2328,109年,0.0,0.0,,0.0,0.0,0.0,0.0,0.65,0.0,2021-08-30,2021-09-24,0.0,0.0,0.0,0.0,0.0,518346282.0,2021-08-11,17:21:20
2022-09-05,2328,110年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2022-08-30,2022-09-23,0.0,0.0,0.0,0.0,0.0,518346282.0,2022-08-12,11:08:46
2023-09-02,2328,111年,0.0,0.0,,0.0,0.0,0.0,0.0,1.4,0.0,2023-08-25,2023-09-25,0.0,0.0,0.0,0.0,0.0,518346282.0,2023-08-09,16:32:02
2024-09-07,2328,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2024-08-30,2024-09-25,0.0,0.0,0.0,0.0,0.0,518346282.0,2024-08-14,17:13:24
2025-07-05,2328,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2025-06-27,2025-07-25,0.0,0.0,0.0,0.0,0.0,518346282.0,2025-06-13,10:20:32
2026-07-06,2328,114年,0.0,0.0,,0.0,0.0,0.0,0.0,0.9,0.0,2026-06-30,2026-07-24,0.0,0.0,0.0,0.0,0.0,518346282.0,2026-06-11,14:56:53
