date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-03,3036,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.96365506,0.0,2010-07-28,,23000000.0,0.0,0.0,0.0,8000000.0,0.0,2010-07-14,09:02:36
2011-08-02,3036,99年,0.19963662,0.0,2011-07-27,0.0,0.0,0.0,0.0,3.79309574,0.0,2011-07-27,,11700000.0,0.0,0.0,0.0,10200000.0,0.0,2011-07-12,17:11:11
2011-08-20,3036,100年,0.0,0.0,2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,30000000.0,9.4168334,42.0,10200000.0,0.0,2011-08-08,10:02:20
2012-08-10,3036,100年,0.29981827,0.0,2012-08-02,0.0,0.0,0.0,0.0,2.69836434,0.0,2012-08-02,,11700000.0,0.0,0.0,0.0,10000000.0,0.0,2012-07-20,10:25:18
2013-07-29,3036,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.1,0.0,2013-07-23,,9500000.0,0.0,0.0,0.0,10000000.0,0.0,2013-07-09,16:38:53
2014-08-04,3036,102年,0.5,0.0,2014-07-29,0.0,0.0,0.0,0.0,2.5,0.0,2014-07-29,2014-09-10,11700000.0,0.0,0.0,0.0,10000000.0,0.0,2014-07-11,17:17:42
2015-01-19,3036,103年,0.0,0.0,2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,52500000.0,11.849565801,38.0,10000000.0,0.0,2015-01-06,17:13:24
2015-08-08,3036,103年,1.0,0.0,2015-07-31,0.0,0.0,0.0,0.0,3.0,0.0,2015-07-31,2015-09-04,17000000.0,0.0,0.0,0.0,10000000.0,0.0,2015-07-15,17:49:47
2016-08-12,3036,104年,0.5,0.0,2016-08-04,0.0,0.0,0.0,0.0,2.9,0.0,2016-08-04,2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-20,11:45:50
2017-08-09,3036,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.4,0.0,2017-08-03,2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-19,15:59:19
2017-11-26,3036,106年,0.0,0.0,2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,75000000.0,11.786949,38.0,0.0,0.0,2017-11-14,10:08:51
2018-08-12,3036,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2018-08-06,2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-20,10:51:30
2019-09-04,3036,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.35114883,0.0,2019-08-29,2019-09-23,0.0,0.0,0.0,0.0,0.0,590335811.0,2019-08-14,11:57:20
2020-08-30,3036,不適用,0.0,0.0,2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,135000000.0,13.711178265,50.0,0.0,787678476.0,2020-08-18,09:24:12
2021-08-08,3036,109年,0.0,0.0,,0.0,0.0,0.0,0.0,3.20270134,0.0,2021-08-02,2021-08-27,0.0,0.0,0.0,0.0,0.0,790609440.0,2021-07-16,15:27:54
2022-06-26,3036,110年,0.0,0.0,,0.0,0.0,0.0,0.0,5.01486689,0.0,2022-06-20,2022-07-13,0.0,0.0,0.0,0.0,0.0,883579151.0,2022-06-06,09:40:33
2023-08-26,3036,111年,0.0,0.0,,0.0,0.0,0.0,0.0,4.29787173,0.0,2023-08-18,2023-09-13,0.0,0.0,0.0,0.0,0.0,886965651.0,2023-08-04,10:34:39
2023-11-27,3036,不適用,0.0,0.0,2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,135000000.0,9.899676908,95.0,0.0,887760651.0,2023-11-14,16:19:21
2024-08-30,3036,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.79924775,0.0,2024-08-22,2024-09-13,0.0,0.0,0.0,0.0,0.0,1116265651.0,2024-08-06,17:31:10
2025-07-06,3036,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.99800066,0.0,2025-06-30,2025-07-23,0.0,0.0,0.0,0.0,0.0,1121621401.0,2025-06-16,11:06:11
