date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2012-07-28,2838,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2012-07-05,09:52:00
2012-09-14,2838,100年,0.4,0.0,2012-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2012-08-22,17:30:26
2013-08-12,2838,101年,0.917,0.0,2013-08-06,4261041.0,42610410.0,2.31,0.00212413,0.0,0.0,,,0.0,0.0,0.0,0.0,2224264.0,0.0,2013-07-22,18:21:16
2014-08-02,2838,102年,1.03,0.0,2014-07-25,6103420.0,61034200.0,2.67,0.0027536,0.0,0.0,,,0.0,0.0,0.0,0.0,2987624.0,0.0,2014-07-10,11:42:04
2015-08-22,2838,103年,0.6,0.0,2015-08-14,7165962.0,71659620.0,4.87,0.00292377,0.26,0.0,2015-08-14,2015-09-17,0.0,0.0,0.0,0.0,3475492.0,0.0,2015-07-31,17:11:10
2016-07-16,2838,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.0,2016-07-08,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-24,10:59:27
2017-07-29,2838,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.45,0.0,2017-07-21,2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-07,10:16:08
2017-09-30,2838,106年,0.0,0.0,2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,200000000.0,6.141675179,50.0,0.0,0.0,2017-09-15,18:04:27
2018-08-18,2838,106年,0.3,0.0,2018-08-10,0.0,0.0,0.0,0.0,0.4,0.0,2018-08-10,2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-26,11:26:20
2019-07-20,2838,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019-08-08,0.0,0.0,0.0,0.0,0.0,2690012883.0,2019-06-27,17:58:37
2019-08-10,2838,107年,0.7,0.0,2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,2690012883.0,2019-07-18,12:00:54
2020-07-31,2838,108年後半年度,0.7,0.0,2020-07-23,0.0,0.0,0.0,0.0,0.1,0.0,2020-07-23,2020-08-26,0.0,0.0,0.0,0.0,0.0,2884455292.0,2020-07-09,16:12:07
2021-09-07,2838,109年後半年度,0.631,0.0,2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3093368806.0,2021-08-18,08:54:18
2022-07-12,2838,110年後半年度,0.885,0.0,2022-07-06,0.0,0.0,0.0,0.0,0.15,0.0,2022-07-06,2022-08-08,0.0,0.0,0.0,0.0,0.0,3295218694.0,2022-06-21,09:43:25
2023-08-01,2838,111年,0.5,0.0,2023-07-26,0.0,0.0,0.0,0.0,0.1,0.0,2023-07-26,2023-08-25,0.0,0.0,0.0,0.0,0.0,3594046028.0,2023-07-11,16:29:29
2024-07-30,2838,112年,0.7,0.0,2024-07-24,0.0,0.0,0.0,0.0,0.2,0.0,2024-07-24,2024-08-27,0.0,0.0,0.0,0.0,0.0,3778952502.0,2024-07-08,17:31:07
2025-07-29,2838,113年,0.7,0.0,2025-07-23,0.0,0.0,0.0,0.0,0.35,0.0,2025-07-23,2025-08-26,0.0,0.0,0.0,0.0,0.0,4050072873.0,2025-07-08,14:55:11
2026-07-21,2838,114年,0.6,0.0,2026-07-15,0.0,0.0,0.0,0.0,0.46,0.0,2026-07-15,2026-08-14,0.0,0.0,0.0,0.0,0.0,4340551779.0,2026-06-30,11:19:44
