date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-13,6505,99年,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,0.0,2010-07-07,,65083930.0,0.0,0.0,0.0,0.0,0.0,2010-06-21,17:48:10
2011-07-12,6505,100年,0.0,0.0,,0.0,0.0,0.0,0.0,3.9,0.0,2011-07-06,,43667356.0,0.0,0.0,0.0,0.0,0.0,2011-06-17,17:40:00
2012-07-10,6505,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2012-07-04,,34218792.0,0.0,0.0,0.0,0.0,0.0,2012-06-18,18:04:59
2013-07-08,6505,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.26,0.0,2013-07-02,,166298.0,0.0,0.0,0.0,0.0,0.0,2013-06-14,12:02:34
2014-07-07,6505,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2014-07-01,,5042082.0,0.0,0.0,0.0,0.0,0.0,2014-06-13,11:57:21
2015-07-09,6505,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.85,0.0,2015-07-02,2015-07-24,1295405.0,0.0,0.0,0.0,0.0,0.0,2015-06-17,17:13:20
2016-07-10,6505,104年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2016-07-04,2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-06,17:06:12
2017-07-04,6505,105年,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,2017-06-28,2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-08,16:13:56
2018-07-10,6505,106年,0.0,0.0,,0.0,0.0,0.0,0.0,6.3,0.0,2018-07-04,2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-19,18:07:01
2019-06-26,6505,107年,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,0.0,2019-06-20,2019-07-25,0.0,0.0,0.0,0.0,0.0,9525959652.0,2019-06-04,18:05:32
2020-06-23,6505,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.9,0.0,2020-06-17,2020-07-22,0.0,0.0,0.0,0.0,0.0,9525959652.0,2020-06-02,14:25:01
2021-07-31,6505,109年,0.0,0.0,,0.0,0.0,0.0,0.0,0.59,0.0,2021-07-23,2021-08-20,0.0,0.0,0.0,0.0,0.0,9525959652.0,2021-07-09,10:46:02
2022-06-27,6505,110年,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,0.0,2022-06-21,2022-07-22,0.0,0.0,0.0,0.0,0.0,9525959652.0,2022-06-06,17:14:17
2023-06-19,6505,111年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2023-06-13,2023-07-12,0.0,0.0,0.0,0.0,0.0,9525959652.0,2023-05-29,09:57:04
2024-07-15,6505,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2024-07-09,2024-08-07,0.0,0.0,0.0,0.0,0.0,9525959652.0,2024-06-25,11:14:01
2025-07-01,6505,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2025-06-25,2025-07-25,0.0,0.0,0.0,0.0,0.0,9525959652.0,2025-06-10,11:48:24
2026-06-29,6505,114年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2026-06-23,2026-07-24,0.0,0.0,0.0,0.0,0.0,9525959652.0,2026-06-03,17:40:04
