date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2013-07-09,8150,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2013-07-03,,100745585.0,0.0,0.0,0.0,5037279.0,0.0,2013-06-19,19:11:57
2014-07-06,8150,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2014-06-30,,209092864.0,0.0,0.0,0.0,10454643.0,0.0,2014-06-12,15:55:57
2015-06-28,8150,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.22,0.0,2015-06-22,2015-07-17,298676972.0,0.0,0.0,0.0,14933849.0,0.0,2015-06-03,17:42:00
2016-12-03,8150,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.09224383,0.0,2016-11-25,2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-10,16:55:59
2017-06-19,8150,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30014721,0.70034349,2017-06-13,2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-26,17:07:37
2018-10-25,8150,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30010904,0.0,2018-10-18,2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-28,15:54:39
2019-08-13,8150,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000407,0.0,2019-08-07,2019-08-30,0.0,0.0,0.0,0.0,0.0,727240126.0,2019-07-16,17:53:40
2020-07-07,8150,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2020-07-01,2020-07-31,0.0,0.0,0.0,0.0,0.0,727240126.0,2020-06-09,17:26:24
2021-08-14,8150,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2021-08-06,2021-08-31,0.0,0.0,0.0,0.0,0.0,727240126.0,2021-07-20,17:10:31
2022-07-05,8150,110年,0.0,0.0,,0.0,0.0,0.0,0.0,4.3,0.0,2022-06-29,2022-07-20,0.0,0.0,0.0,0.0,0.0,727240126.0,2022-05-26,17:02:48
2023-07-05,8150,111年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,2023-06-29,2023-07-20,0.0,0.0,0.0,0.0,0.0,727240126.0,2023-05-30,17:25:39
2024-07-05,8150,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2024-06-27,2024-07-19,0.0,0.0,0.0,0.0,0.0,727240126.0,2024-06-13,14:27:30
2025-07-05,8150,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.22996261,0.0,2025-06-27,2025-07-18,0.0,0.0,0.0,0.0,0.0,709524126.0,2025-06-12,17:51:48
2026-07-05,8150,114年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.23,2026-06-29,2026-07-17,0.0,0.0,0.0,0.0,0.0,699983126.0,2026-05-27,10:05:18
