date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-16,4904,98年,0.0,0.0,,0.0,0.0,0.0,0.0,2.8,0.0,2010-08-10,,166576729.0,0.0,0.0,0.0,83288364.0,0.0,2010-06-28,09:06:23
2011-07-25,4904,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2011-07-19,,159274170.0,0.0,0.0,0.0,79637085.0,0.0,2011-06-24,11:35:49
2012-07-30,4904,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.469,0.531,2012-07-24,,159857869.0,0.0,0.0,0.0,79928935.0,0.0,2012-07-04,10:07:05
2013-07-30,4904,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.928,0.572,2013-07-24,,190798349.0,0.0,0.0,0.0,95399174.0,0.0,2013-07-01,16:39:36
2014-07-22,4904,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.164,0.586,2014-07-16,,205911069.0,0.0,0.0,0.0,102955535.0,0.0,2014-06-25,11:46:28
2015-07-21,4904,103年,0.0,0.0,,0.0,0.0,0.0,0.0,3.167,0.583,2015-07-15,2015-08-07,205340068.0,0.0,0.0,0.0,102670034.0,0.0,2015-06-22,10:05:22
2016-07-18,4904,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.174,0.576,2016-07-12,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-16,15:27:14
2017-07-18,4904,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.129,0.621,2017-07-12,2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-23,18:20:21
2018-07-17,4904,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.037,0.713,2018-07-11,2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-19,14:44:01
2019-07-22,4904,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.75,0.0,2019-07-16,2019-08-07,0.0,0.0,0.0,0.0,0.0,3258500810.0,2019-06-18,14:56:32
2020-07-20,4904,108年,0.0,0.0,,0.0,0.0,0.0,0.0,3.209,0.041,2020-07-14,2020-08-07,0.0,0.0,0.0,0.0,0.0,3258500810.0,2020-06-19,15:49:43
2021-07-31,4904,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.234,1.016,2021-07-23,2021-08-19,0.0,0.0,0.0,0.0,0.0,3258500810.0,2021-07-06,16:19:34
2022-07-20,4904,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.349,0.901,2022-07-14,2022-08-17,0.0,0.0,0.0,0.0,0.0,3258500810.0,2022-06-14,16:02:09
2023-07-11,4904,111年,0.0,0.0,,0.0,0.0,0.0,0.0,2.379,0.871,2023-07-05,2023-08-07,0.0,0.0,0.0,0.0,0.0,3258500810.0,2023-05-31,18:27:44
2024-07-16,4904,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.635,0.615,2024-07-10,2024-08-07,0.0,0.0,0.0,0.0,0.0,3605705357.0,2024-06-24,09:33:25
2025-07-15,4904,113年,0.0,0.0,,0.0,0.0,0.0,0.0,3.188,0.372,2025-07-09,2025-08-06,0.0,0.0,0.0,0.0,0.0,3605705357.0,2025-05-23,11:08:02
