date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-12,3006,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.00012981,0.0,2010-07-06,,33366695.0,0.0,0.0,0.0,1348149.0,0.0,2010-06-22,10:49:15
2011-07-10,3006,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.00395538,0.0,2011-07-04,,120564224.0,0.0,0.0,0.0,1638959.0,0.0,2011-06-16,10:42:45
2012-07-13,3006,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5002018,2012-07-05,,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-20,12:03:27
2013-07-15,3006,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.600303,2013-07-09,,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-25,15:07:14
2014-07-19,3006,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5005511,0.49500157,2014-07-11,,183685481.0,0.0,0.0,0.0,7421636.0,0.0,2014-06-26,17:13:59
2015-06-29,3006,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.6545855,2015-06-23,2015-07-31,250332802.0,0.0,0.0,0.0,10114457.0,0.0,2015-06-05,18:12:52
2016-07-11,3006,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.96977433,0.19399509,2016-07-05,2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-21,10:54:39
2017-07-10,3006,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.80272905,0.62250377,2017-07-04,2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-19,17:41:09
2018-07-10,3006,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.24121454,2018-07-04,2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-20,09:45:07
2019-07-09,3006,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2019-07-03,2019-07-31,0.0,0.0,0.0,0.0,0.0,285758925.0,2019-06-18,17:36:42
2020-07-11,3006,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-07-03,2020-07-31,0.0,0.0,0.0,0.0,0.0,285758925.0,2020-06-16,14:49:46
2021-08-10,3006,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2021-08-04,2021-08-31,0.0,0.0,0.0,0.0,0.0,286156953.0,2021-07-20,17:01:14
2022-07-09,3006,110年,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,2022-07-01,2022-07-29,0.0,0.0,0.0,0.0,0.0,286156953.0,2022-06-16,17:48:12
2023-07-10,3006,111年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2023-07-04,2023-07-31,0.0,0.0,0.0,0.0,0.0,286171070.0,2023-06-28,19:14:16
2024-07-10,3006,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,2024-07-04,2024-07-31,0.0,0.0,0.0,0.0,0.0,286172238.0,2024-06-19,16:46:11
2025-07-15,3006,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2025-07-09,2025-08-07,0.0,0.0,0.0,0.0,0.0,286172238.0,2025-06-24,11:50:53
2026-07-08,3006,114年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-02,2026-07-31,0.0,0.0,0.0,0.0,0.0,298127841.0,2026-05-28,17:22:40
