date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-13,1521,98年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2010-07-07,,2306040.0,0.0,0.0,0.0,0.0,0.0,2010-06-17,18:00:05
2011-07-16,1521,99年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2011-07-08,,3433211.0,0.0,0.0,0.0,0.0,0.0,2011-06-24,14:53:57
2012-07-10,1521,100年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2012-07-04,,2926872.0,0.0,0.0,0.0,0.0,0.0,2012-06-19,14:29:02
2013-07-13,1521,101年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2013-07-05,,2511524.0,0.0,0.0,0.0,0.0,0.0,2013-06-19,17:05:31
2014-07-14,1521,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.7,0.0,2014-07-08,,2757410.0,0.0,0.0,0.0,0.0,0.0,2014-06-23,17:28:37
2015-07-14,1521,103年,0.0,0.0,,0.0,0.0,0.0,0.0,4.3,0.0,2015-07-08,2015-07-30,3361082.0,0.0,0.0,0.0,0.0,0.0,2015-06-11,18:11:10
2016-07-10,1521,104年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2016-07-04,2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-13,16:41:43
2017-07-16,1521,105年,0.0,0.0,,0.0,0.0,0.0,0.0,5.2,0.0,2017-07-10,2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-23,17:11:09
2018-07-11,1521,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.2,0.0,2018-07-05,2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-11,16:36:48
2019-07-11,1521,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,0.0,2019-07-04,2019-07-30,0.0,0.0,0.0,0.0,0.0,76230000.0,2019-06-18,17:30:02
2020-07-15,1521,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2020-07-09,2020-07-30,0.0,0.0,0.0,0.0,0.0,76230000.0,2020-06-22,15:23:16
2021-08-27,1521,109年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2021-08-19,2021-09-15,0.0,0.0,0.0,0.0,0.0,76230000.0,2021-08-04,17:15:44
2022-07-12,1521,110年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,2022-07-06,2022-07-28,0.0,0.0,0.0,0.0,0.0,76230000.0,2022-06-21,17:13:38
2023-08-02,1521,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,2023-07-27,2023-08-30,0.0,0.0,0.0,0.0,0.0,76230000.0,2023-07-12,09:17:22
2024-07-07,1521,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,2024-07-01,2024-08-02,0.0,0.0,0.0,0.0,0.0,76230000.0,2024-06-13,17:48:25
2025-07-05,1521,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2025-06-27,2025-07-30,0.0,0.0,0.0,0.0,0.0,76230000.0,2025-06-11,09:08:02
2026-07-06,1521,114年,0.0,0.0,,0.0,0.0,0.0,0.0,0.75,0.0,2026-06-30,2026-07-30,0.0,0.0,0.0,0.0,0.0,76230000.0,2026-06-09,11:45:39
