date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-14,1477,98年,0.0,0.0,,0.0,0.0,0.0,0.0,5.171479,0.0,2010-07-08,,64875303.0,0.0,0.0,0.0,25840000.0,0.0,2010-06-22,17:54:35
2011-07-26,1477,99年,0.0,0.0,,0.0,0.0,0.0,0.0,4.569868,0.0,2011-07-20,,66149225.0,0.0,0.0,0.0,25840000.0,0.0,2011-06-30,18:24:45
2012-07-22,1477,100年,0.0,0.0,,0.0,0.0,0.0,0.0,6.0525296,0.0,2012-07-16,,79563901.0,0.0,0.0,0.0,32200000.0,0.0,2012-06-28,17:07:27
2013-07-23,1477,101年,0.0,0.0,,0.0,0.0,0.0,0.0,6.1422577,0.0,2013-07-17,,84945161.0,0.0,0.0,0.0,32200000.0,0.0,2013-07-01,11:08:53
2014-07-25,1477,102年,0.0,0.0,2014-07-17,0.0,0.0,0.0,0.0,7.689317,0.0,2014-07-17,2014-08-08,96704365.0,20000000.0,8.7995609,106.0,38700000.0,0.0,2014-07-10,17:04:37
2015-08-10,1477,103年,0.0,0.34980677,2015-08-04,0.0,0.0,0.0,0.0,7.69574949,0.0,2015-08-04,2015-08-25,122684917.0,0.0,0.0,0.0,43300000.0,0.0,2015-07-16,16:59:05
2016-08-08,1477,104年,0.0,0.34969316,2016-08-02,0.0,0.0,0.0,0.0,9.51165509,0.0,2016-08-02,2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-13,17:53:43
2017-07-23,1477,105年,0.0,0.0,,0.0,0.0,0.0,0.0,6.71153663,0.0,2017-07-17,2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-27,15:11:31
2018-07-21,1477,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.1,0.9,2018-07-13,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-27,14:52:17
2019-07-28,1477,107年,0.0,0.5,2019-07-22,0.0,0.0,0.0,0.0,7.1,0.0,2019-07-22,2019-08-21,0.0,0.0,0.0,0.0,0.0,209387220.0,2019-06-26,17:04:25
2020-07-13,1477,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-07-07,2020-08-05,0.0,0.0,0.0,0.0,0.0,219856581.0,2020-06-17,10:20:44
2021-01-31,1477,不適用,0.0,0.0,2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,22000000.0,7.5048924,136.0,0.0,219856581.0,2021-01-18,10:19:59
2021-04-24,1477,109年,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,2021-04-16,2021-05-13,0.0,0.0,0.0,0.0,0.0,241856581.0,2021-03-23,17:30:50
2022-04-21,1477,110年,0.0,0.0,,0.0,0.0,0.0,0.0,9.5,0.0,2022-04-14,2022-05-12,0.0,0.0,0.0,0.0,0.0,241856581.0,2022-03-23,17:47:40
2023-04-06,1477,111年,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,2023-03-30,2023-04-28,0.0,0.0,0.0,0.0,0.0,241856581.0,2023-03-15,09:47:44
2024-04-05,1477,112年,0.0,0.0,,0.0,0.0,0.0,0.0,16.4,0.0,2024-03-28,2024-04-26,0.0,0.0,0.0,0.0,0.0,241856581.0,2024-03-14,11:54:08
2024-09-20,1477,112年度及113年上半年,0.0,0.2,2024-09-12,0.0,0.0,0.0,0.0,7.0,0.0,2024-09-12,2024-10-18,0.0,0.0,0.0,0.0,0.0,241856581.0,2024-08-15,17:47:12
2025-04-03,1477,113年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,10.1,0.0,2025-03-27,2025-04-25,0.0,0.0,0.0,0.0,0.0,246693713.0,2025-03-13,10:20:50
2025-08-23,1477,114年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,2025-08-15,2025-09-03,0.0,0.0,0.0,0.0,0.0,246693713.0,2025-07-31,18:43:35
2026-04-01,1477,114年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,2026-03-26,2026-04-23,0.0,0.0,0.0,0.0,0.0,246693713.0,2026-03-11,17:51:02
2026-08-23,1477,115年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,2026-08-17,2026-09-03,0.0,0.0,0.0,0.0,0.0,246693713.0,2026-07-31,17:25:14
