date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-18,1216,98年,1.0,0.0,2010-08-12,0.0,0.0,0.0,0.0,0.8,0.0,2010-08-12,,650964871.0,0.0,0.0,0.0,141494913.0,0.0,2010-07-28,15:29:00
2011-08-15,1216,99年,0.6,0.0,2011-08-09,0.0,0.0,0.0,0.0,1.4,0.0,2011-08-09,,955370144.0,0.0,0.0,0.0,196722710.0,0.0,2011-07-22,15:12:48
2012-08-17,1216,100年,0.7,0.0,2012-08-09,0.0,0.0,0.0,0.0,1.0,0.0,2012-08-09,,817572476.0,0.0,0.0,0.0,170058260.0,0.0,2012-07-24,11:10:16
2013-08-16,1216,101年,0.6,0.0,2013-08-08,0.0,0.0,0.0,0.0,1.4,0.0,2013-08-08,,1017561122.0,0.0,0.0,0.0,223332114.0,0.0,2013-07-22,15:01:05
2014-08-15,1216,102年,0.6,0.0,2014-08-07,0.0,0.0,0.0,0.0,1.5,0.0,2014-08-07,2014-09-11,1068486193.0,0.0,0.0,0.0,228478232.0,0.0,2014-07-15,10:55:06
2015-08-14,1216,103年,0.4,0.0,2015-08-06,0.0,0.0,0.0,0.0,1.4,0.0,2015-08-06,2015-09-10,971108690.0,0.0,0.0,0.0,199475580.0,0.0,2015-07-17,16:48:40
2016-08-12,1216,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-08-04,2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-20,17:17:55
2017-08-11,1216,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.1,0.0,2017-08-03,2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,10:57:36
2018-08-10,1216,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2018-08-02,2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-13,11:49:05
2019-08-09,1216,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2019-08-01,2019-09-06,0.0,0.0,0.0,0.0,0.0,5682015421.0,2019-07-15,14:34:36
2020-08-14,1216,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2020-08-06,2020-09-11,0.0,0.0,0.0,0.0,0.0,5682015421.0,2020-07-15,10:09:33
2021-09-17,1216,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2021-09-09,2021-10-15,0.0,0.0,0.0,0.0,0.0,5682015421.0,2021-08-18,16:45:27
2022-08-11,1216,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2022-08-04,2022-09-08,0.0,0.0,0.0,0.0,0.0,5682015421.0,2022-07-15,15:59:12
2023-08-11,1216,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.15,0.0,2023-08-03,2023-09-08,0.0,0.0,0.0,0.0,0.0,5682015421.0,2023-07-12,15:53:05
2024-08-09,1216,112年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2024-08-01,2024-09-06,0.0,0.0,0.0,0.0,0.0,5682015421.0,2024-07-11,09:37:32
2025-08-08,1216,113年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2025-07-31,2025-09-05,0.0,0.0,0.0,0.0,0.0,5682015421.0,2025-07-02,16:29:04
