date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-19,2369,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.67497289,0.0,2010-07-13,,36358202.0,0.0,0.0,0.0,7271640.0,0.0,2010-06-28,11:00:18
2011-07-28,2369,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2202,0.0,2011-07-21,,65556576.0,0.0,0.0,0.0,13111315.0,0.0,2011-07-06,15:35:25
2012-07-10,2369,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.65781014,0.0,2012-07-04,,32918291.0,0.0,0.0,0.0,6583658.0,0.0,2012-06-20,10:48:21
2013-07-17,2369,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.710335,0.0,2013-07-11,,0.0,0.0,0.0,0.0,7395175.0,0.0,2013-06-26,17:53:43
2014-07-13,2369,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.710335,0.0,2014-07-07,,37665183.0,0.0,0.0,0.0,7533037.0,0.0,2014-06-20,17:07:46
2015-08-30,2369,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.52617407,0.0,2015-08-24,2015-09-18,8866040.0,0.0,0.0,0.0,1773208.0,0.0,2015-08-07,16:50:37
2016-07-17,2369,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.263087,2016-07-11,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-23,15:32:40
2017-07-09,2369,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2017-07-03,2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-15,17:03:17
2018-07-10,2369,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2018-07-04,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-19,14:13:24
2019-07-16,2369,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1999,2019-07-10,2019-08-07,0.0,0.0,0.0,0.0,0.0,380102344.0,2019-06-24,17:50:35
2022-08-10,2369,110年,0.0,0.0,,0.0,0.0,0.0,0.0,1.28912648,0.0,2022-08-04,2022-08-31,0.0,0.0,0.0,0.0,0.0,380102344.0,2022-07-18,10:20:50
2023-08-06,2369,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2023-07-31,2023-08-25,0.0,0.0,0.0,0.0,0.0,380102344.0,2023-06-06,10:49:49
2024-08-07,2369,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,2024-08-01,2024-08-28,0.0,0.0,0.0,0.0,0.0,380102344.0,2024-06-05,09:29:06
2025-08-10,2369,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,2025-08-04,2025-08-29,0.0,0.0,0.0,0.0,0.0,380102344.0,2025-06-30,14:13:44
