date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-12,2464,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.6,0.0,2010-07-06,,26076377.0,0.0,0.0,0.0,4889321.0,0.0,2010-06-22,11:10:28
2011-08-01,2464,99年,0.5,0.0,2011-07-26,0.0,0.0,0.0,0.0,2.2,0.0,2011-07-26,,4896425.0,0.0,0.0,0.0,7344638.0,0.0,2011-07-12,17:43:10
2012-08-06,2464,100年,0.3,0.0,2012-07-31,0.0,0.0,0.0,0.0,1.0,0.0,2012-07-31,,3776372.0,0.0,0.0,0.0,5664558.0,0.0,2012-07-16,16:52:12
2013-07-22,2464,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-16,,1817806.0,0.0,0.0,0.0,2726709.0,0.0,2013-07-01,09:40:14
2014-07-13,2464,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2014-07-07,,3128434.0,0.0,0.0,0.0,4692651.0,0.0,2014-06-20,10:43:07
2015-08-05,2464,103年,0.5,0.0,2015-07-30,0.0,0.0,0.0,0.0,1.1,0.0,2015-07-30,2015-09-02,3428552.0,0.0,0.0,0.0,5142828.0,0.0,2015-07-14,16:56:17
2016-07-19,2464,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,2016-07-13,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-28,10:56:15
2017-08-01,2464,105年,0.2,0.0,2017-07-26,0.0,0.0,0.0,0.0,1.8,0.0,2017-07-26,2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,15:13:40
2018-07-09,2464,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2018-07-03,2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-15,10:56:32
2019-07-16,2464,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2019-07-10,2019-08-07,0.0,0.0,0.0,0.0,0.0,195531226.0,2019-06-25,09:11:52
2020-07-08,2464,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2020-07-02,2020-07-29,0.0,0.0,0.0,0.0,0.0,195531226.0,2020-06-12,17:25:54
2021-08-22,2464,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2021-08-16,2021-09-10,0.0,0.0,0.0,0.0,0.0,195531226.0,2021-07-30,10:53:04
2022-07-10,2464,110年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2022-07-04,2022-07-29,0.0,0.0,0.0,0.0,0.0,195531226.0,2022-06-16,14:50:47
2023-07-09,2464,111年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2023-07-03,2023-07-28,0.0,0.0,0.0,0.0,0.0,195531226.0,2023-06-13,16:48:41
2024-07-09,2464,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2024-07-03,2024-07-31,0.0,0.0,0.0,0.0,0.0,195531226.0,2024-06-17,15:52:29
2024-09-23,2464,不適用,0.0,0.0,2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9000000.0,3.682276303,63.0,0.0,195531226.0,2024-09-09,17:34:01
2025-07-09,2464,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,0.0,2025-07-03,2025-07-31,0.0,0.0,0.0,0.0,0.0,204531226.0,2025-06-18,15:32:41
