date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-17,1514,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15,0.0,2010-07-09,,1616850.0,0.0,0.0,0.0,808425.0,0.0,2010-06-23,16:17:09
2011-07-20,1514,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2011-07-14,,3248938.0,0.0,0.0,0.0,1624469.0,0.0,2011-06-14,10:36:12
2012-07-13,1514,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,0.0,2012-07-05,,3535421.0,0.0,0.0,0.0,1767711.0,0.0,2012-06-20,09:39:30
2013-07-16,1514,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2013-07-10,,5005087.0,0.0,0.0,0.0,2502543.0,0.0,2013-06-21,16:50:06
2014-08-05,1514,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2014-07-30,2014-09-05,3134120.0,0.0,0.0,0.0,1567061.0,0.0,2014-07-11,09:29:06
2015-08-08,1514,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.45,0.0,2015-07-31,2015-09-04,4888579.0,0.0,0.0,0.0,2444289.0,0.0,2015-07-01,18:49:37
2016-08-09,1514,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.48,0.0,2016-08-03,2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-05,15:56:20
2017-08-14,1514,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2017-08-08,2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-17,17:06:46
2018-08-13,1514,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2018-08-07,2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-09,17:12:22
2019-09-03,1514,107年,0.3,0.0,2019-08-28,0.0,0.0,0.0,0.0,0.7,0.0,2019-08-28,2019-10-17,0.0,0.0,0.0,0.0,0.0,201067013.0,2019-08-13,14:58:29
2020-09-02,1514,108年,0.5,0.0,2020-08-27,0.0,0.0,0.0,0.0,0.7,0.0,2020-08-27,2020-09-30,0.0,0.0,0.0,0.0,0.0,207099023.0,2020-08-12,09:00:17
2021-09-05,1514,109年,0.5,0.0,2021-08-30,0.0,0.0,0.0,0.0,0.7,0.0,2021-08-30,2021-09-30,0.0,0.0,0.0,0.0,0.0,217453974.0,2021-08-13,14:38:39
2022-09-04,1514,110年,0.5,0.0,2022-08-29,0.0,0.0,0.0,0.0,0.75,0.0,2022-08-29,2022-09-30,0.0,0.0,0.0,0.0,0.0,228326672.0,2022-08-11,14:56:57
2023-09-03,1514,111年,0.3,0.0,2023-08-28,0.0,0.0,0.0,0.0,1.0,0.0,2023-08-28,2023-10-02,0.0,0.0,0.0,0.0,0.0,239743005.0,2023-08-09,09:45:15
2024-09-15,1514,112年,0.1975741914,0.0,2024-09-09,0.0,0.0,0.0,0.0,1.58059347,0.0,2024-09-09,2024-10-14,0.0,0.0,0.0,0.0,0.0,262352282.0,2024-08-23,10:41:34
2025-09-15,1514,113年,0.1999397688,0.0,2025-09-09,0.0,0.0,0.0,0.0,1.6994881,0.0,2025-09-09,2025-10-14,0.0,0.0,0.0,0.0,0.0,267754986.0,2025-08-25,14:36:01
