date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-16,2915,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2010-08-10,,9367369.0,0.0,0.0,0.0,0.0,0.0,2010-07-19,17:59:09
2011-10-09,2915,100年,0.0,0.0,2011-10-03,0.0,0.0,0.0,0.0,1.3,0.0,2011-10-03,,9760871.0,130000000.0,14.61835571,45.0,0.0,0.0,2011-09-26,16:09:19
2012-08-18,2915,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2012-08-10,,8073592.0,0.0,0.0,0.0,0.0,0.0,2012-07-26,15:14:14
2013-07-20,2915,101年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2013-07-12,,26161228.0,0.0,0.0,0.0,0.0,0.0,2013-06-18,10:07:48
2013-12-04,2915,102年,0.0,0.0,2013-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,100000000.0,9.507575079,70.0,0.0,0.0,2013-11-21,16:42:10
2014-08-02,2915,102年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2014-07-25,2014-08-29,264296200.0,0.0,0.0,0.0,0.0,0.0,2014-07-10,09:43:48
2015-08-20,2915,103年,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,2015-08-13,2015-09-10,64017682.0,0.0,0.0,0.0,0.0,0.0,2015-07-06,09:23:15
2016-08-16,2915,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.93,0.67,2016-08-10,2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-26,14:23:29
2017-08-05,2915,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.79,2017-07-28,2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-17,10:51:38
2018-08-05,2915,106年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2018-07-30,2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-10,11:50:40
2019-07-13,2915,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.5,2019-07-05,2019-08-01,0.0,0.0,0.0,0.0,0.0,564860594.0,2019-06-20,17:36:52
2020-07-22,2915,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-07-16,2020-08-10,0.0,0.0,0.0,0.0,0.0,564860594.0,2020-06-24,16:59:44
2021-08-09,2915,109年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2021-08-03,2021-08-20,0.0,0.0,0.0,0.0,0.0,564860594.0,2021-07-07,18:13:27
2021-10-10,2915,109年,3.0,0.0,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,564860594.0,2021-09-14,10:59:35
2022-08-15,2915,110年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2022-08-09,2022-08-29,0.0,0.0,0.0,0.0,0.0,734318772.0,2022-07-22,18:02:46
2022-09-17,2915,不適用,0.0,0.0,2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,370000000.0,40.309469304,50.0,0.0,734318772.0,2022-09-01,16:34:19
2023-08-16,2915,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2023-08-10,2023-08-31,0.0,0.0,0.0,0.0,0.0,1104318772.0,2023-07-26,16:43:50
2024-08-04,2915,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2024-07-29,2024-08-20,0.0,0.0,0.0,0.0,0.0,1104318772.0,2024-07-10,17:23:46
2025-07-23,2915,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.5,2025-07-17,2025-08-08,0.0,0.0,0.0,0.0,0.0,1104318772.0,2025-07-02,09:07:23
