date,open,high,low,close,volume,turnover,transactions,price_change,close_adj
2010-01-04,15.6,15.65,15.5,15.55,1294717,20141517,395,0.0,15.55
2010-01-05,15.65,15.8,15.6,15.7,2162149,33970167,651,0.15,15.7
2010-01-06,15.8,16.2,15.7,16.0,4615849,73808234,1264,0.3,16.0
2010-01-07,16.1,16.25,15.8,15.8,2235965,35697545,634,-0.2,15.8
2010-01-08,16.0,16.15,15.8,15.95,2356518,37654030,604,0.15,15.95
2010-01-11,16.25,17.0,16.2,17.0,13323733,221319611,3588,1.05,17.0
2010-01-12,17.0,17.0,16.4,16.5,5469216,90932498,1622,-0.5,16.5
2010-01-13,16.5,16.7,16.3,16.45,2719173,45003582,873,-0.05,16.45
2010-01-14,16.85,16.95,16.5,16.6,3457925,57790907,1056,0.15,16.6
2010-01-15,16.7,16.8,16.4,16.45,2038258,33629126,640,-0.15,16.45
2010-01-18,16.45,16.75,16.45,16.6,2667238,44246724,894,0.15,16.6
2010-01-19,16.8,16.85,16.5,16.6,2534693,42221430,790,0.0,16.6
2010-01-20,16.7,16.75,16.2,16.2,1760998,28908662,545,-0.4,16.2
2010-01-21,16.05,16.2,15.8,15.85,2029100,32334150,681,-0.35,15.85
2010-01-22,15.6,15.7,15.45,15.45,1454131,22598914,509,-0.4,15.45
2010-01-25,15.3,15.6,15.25,15.45,1106398,17093305,419,0.0,15.45
2010-01-26,15.5,15.55,14.4,14.6,2007781,29995415,724,-0.85,14.6
2010-01-27,14.8,14.9,14.4,14.65,1481595,21756403,409,0.05,14.65
2010-01-28,14.65,15.0,14.65,14.8,705013,10463800,296,0.15,14.8
2010-01-29,14.9,14.9,14.6,14.9,483002,7143230,201,0.1,14.9
2010-02-01,14.95,15.05,14.5,14.75,685080,10200238,240,-0.15,14.75
2010-02-02,14.85,15.0,14.5,14.55,556991,8156018,225,-0.2,14.55
2010-02-03,14.65,14.75,14.4,14.55,697031,10120002,230,0.0,14.55
2010-02-04,14.55,14.6,14.4,14.5,541478,7834681,201,-0.05,14.5
2010-02-05,14.3,14.3,13.5,13.55,1810356,24934102,586,-0.95,13.55
2010-02-06,13.55,13.55,12.75,12.75,2763393,35886847,513,-0.8,12.75
2010-02-08,12.75,13.15,12.75,13.0,478465,6214896,227,0.25,13.0
2010-02-09,13.0,13.45,13.0,13.35,585449,7772146,257,0.35,13.35
2010-02-10,13.5,13.8,13.45,13.55,863978,11745053,364,0.2,13.55
2010-02-22,13.8,13.8,13.5,13.5,436296,5947574,210,-0.05,13.5
2010-02-23,13.5,13.55,13.35,13.45,404661,5435229,190,-0.05,13.45
2010-02-24,13.3,13.45,13.3,13.3,272030,3629042,145,-0.15,13.3
2010-02-25,13.3,13.55,13.3,13.55,751801,10060617,407,0.25,13.55
2010-02-26,13.55,13.6,13.3,13.5,290943,3920882,161,-0.05,13.5
2010-03-01,13.6,13.85,13.5,13.85,949132,13048683,363,0.35,13.85
2010-03-02,13.9,13.95,13.65,13.7,561714,7746659,216,-0.15,13.7
2010-03-03,13.75,13.95,13.75,13.9,532535,7369486,204,0.2,13.9
2010-03-04,13.9,14.05,13.8,13.85,485112,6751983,203,-0.05,13.85
2010-03-05,13.9,14.05,13.85,13.9,633064,8830980,198,0.05,13.9
2010-03-08,14.0,14.0,13.8,13.85,405073,5638284,176,-0.05,13.85
2010-03-09,13.85,13.9,13.8,13.85,443647,6144294,159,0.0,13.85
2010-03-10,13.95,14.15,13.9,14.1,695474,9745486,251,0.25,14.1
2010-03-11,14.1,14.1,13.9,13.95,347107,4848624,140,-0.15,13.95
2010-03-12,14.0,14.1,13.9,13.9,261910,3649905,128,-0.05,13.9
2010-03-15,13.9,14.3,13.85,13.95,1053159,14819558,375,0.05,13.95
2010-03-16,14.15,14.2,14.0,14.1,644703,9097942,252,0.15,14.1
2010-03-17,14.1,14.2,14.0,14.2,757434,10699960,285,0.1,14.2
2010-03-18,14.3,14.35,14.15,14.2,791417,11275618,291,0.0,14.2
2010-03-19,14.2,14.6,14.1,14.35,2004691,28847911,592,0.15,14.35
2010-03-22,14.35,14.7,14.35,14.55,1693183,24613405,502,0.2,14.55
2010-03-23,14.7,14.7,14.45,14.45,873553,12725581,320,-0.1,14.45
2010-03-24,14.5,14.7,14.45,14.45,546080,7940389,224,0.0,14.45
2010-03-25,14.5,14.55,14.3,14.35,687124,9885157,233,-0.1,14.35
2010-03-26,14.35,14.45,14.2,14.4,541735,7767104,184,0.05,14.4
2010-03-29,14.5,15.0,14.4,14.75,1541737,22759543,607,0.35,14.75
2010-03-30,14.85,15.0,14.65,14.7,907671,13455592,355,-0.05,14.7
2010-03-31,14.8,14.85,14.45,14.5,709145,10343884,249,-0.2,14.5
2010-04-01,14.5,14.7,14.5,14.6,434198,6343167,209,0.1,14.6
2010-04-02,14.8,14.8,14.55,14.65,736726,10787255,268,0.05,14.65
2010-04-06,14.65,14.8,14.65,14.7,626492,9200980,289,0.05,14.7
2010-04-07,14.8,15.1,14.7,14.95,2098500,31390121,570,0.25,14.95
2010-04-08,14.95,15.1,14.8,14.85,988683,14769503,324,-0.1,14.85
2010-04-09,14.9,15.0,14.8,14.8,673205,10032030,224,-0.05,14.8
2010-04-12,14.8,15.0,14.8,14.9,615383,9163164,201,0.1,14.9
2010-04-13,15.0,15.0,14.8,14.8,386403,5734264,171,-0.1,14.8
2010-04-14,14.85,15.05,14.8,14.9,627926,9354594,214,0.1,14.9
2010-04-15,14.95,15.15,14.9,15.15,1144782,17216712,408,0.25,15.15
2010-04-16,15.15,15.25,14.9,15.0,1216245,18364525,312,-0.15,15.0
2010-04-19,14.8,14.9,14.35,14.4,1027511,15030306,351,-0.6,14.4
2010-04-20,14.45,14.6,14.4,14.5,576144,8347087,189,0.1,14.5
2010-04-21,14.65,14.7,14.45,14.55,754897,10993659,241,0.05,14.55
2010-04-22,14.55,14.6,14.4,14.5,436934,6330193,172,-0.05,14.5
2010-04-23,14.5,14.6,14.4,14.45,434510,6278415,176,-0.05,14.45
2010-04-26,14.45,14.7,14.45,14.5,587589,8567507,196,0.05,14.5
2010-04-27,14.7,14.95,14.6,14.9,1333479,19786535,449,0.4,14.9
2010-04-28,14.7,14.9,14.6,14.85,1464910,21589473,390,-0.05,14.85
2010-04-29,14.95,15.85,14.95,15.6,11500836,180628954,2100,0.75,15.6
2010-04-30,15.55,15.7,15.0,15.15,2920524,44888158,893,-0.45,15.15
2010-05-03,15.15,15.3,14.9,15.0,1169126,17611090,378,-0.15,15.0
2010-05-04,15.0,15.25,14.75,14.75,1636664,24480110,420,-0.25,14.75
2010-05-05,14.4,14.7,14.4,14.45,1251319,18135655,411,-0.3,14.45
2010-05-06,14.45,14.6,14.4,14.4,777366,11245580,295,-0.05,14.4
2010-05-07,13.7,14.4,13.7,14.35,1076881,15206202,371,-0.05,14.35
2010-05-10,14.55,14.75,14.4,14.75,672557,9842600,286,0.4,14.75
2010-05-11,14.8,14.95,14.6,14.6,1145941,16939134,366,-0.15,14.6
2010-05-12,14.85,14.85,14.5,14.65,672165,9821244,254,0.05,14.65
2010-05-13,14.8,14.9,14.7,14.8,1002013,14815987,300,0.15,14.8
2010-05-14,14.45,15.3,14.45,15.2,1846117,27825015,619,0.4,15.2
2010-05-17,15.2,15.2,14.9,15.0,1150313,17284258,383,-0.2,15.0
2010-05-18,15.1,15.45,15.05,15.25,1754985,26715069,427,0.25,15.25
2010-05-19,15.15,15.4,15.1,15.25,1229432,18746785,414,0.0,15.25
2010-05-20,15.3,15.35,15.0,15.0,1006346,15265723,273,-0.25,15.0
2010-05-21,14.6,14.8,14.1,14.55,1092492,15858855,358,-0.45,14.55
2010-05-24,14.6,14.75,14.5,14.65,475288,6958029,206,0.1,14.65
2010-05-25,14.5,14.8,14.3,14.3,1200413,17387746,409,-0.35,14.3
2010-05-26,14.4,14.55,14.3,14.5,541517,7819695,215,0.2,14.5
2010-05-27,14.5,14.65,14.35,14.6,447092,6493885,186,0.1,14.6
2010-05-28,14.75,15.0,14.6,14.75,1000051,14799747,300,0.15,14.75
2010-05-31,14.9,15.2,14.75,15.15,970224,14553520,271,0.4,15.15
2010-06-01,15.15,15.2,14.85,14.9,497625,7451645,190,-0.25,14.9
2010-06-02,14.9,15.25,14.9,15.05,1306644,19681664,371,0.15,15.05
2010-06-03,15.2,15.8,15.2,15.75,4629136,72401675,1258,0.7,15.75
2010-06-04,15.85,15.85,15.1,15.3,2224176,34323840,665,-0.45,15.3
2010-06-07,15.15,16.3,14.9,16.1,9191297,145495852,2417,0.8,16.1
2010-06-08,16.0,16.5,15.85,16.3,9647260,156931656,2388,0.2,16.3
2010-06-09,16.4,16.8,15.8,15.95,10401805,171609086,2652,-0.35,15.95
2010-06-10,16.25,17.05,16.15,17.05,23631968,396884995,5189,1.1,17.05
2010-06-11,17.3,17.3,16.8,16.9,12784254,218217069,3226,-0.15,16.9
2010-06-14,17.1,17.4,16.7,16.8,8665458,147884587,2402,-0.1,16.8
2010-06-15,16.7,17.05,16.5,16.5,5754824,96651290,1660,-0.3,16.5
2010-06-17,16.55,17.2,16.35,17.0,10701027,180530909,2415,0.5,17.0
2010-06-18,17.0,17.05,16.75,16.75,3931646,66473003,1121,-0.25,16.75
2010-06-21,17.0,17.4,16.9,17.0,6609004,113355668,1846,0.25,17.0
2010-06-22,17.2,17.65,17.05,17.35,13458484,234674196,3288,0.35,17.35
2010-06-23,17.4,17.7,17.3,17.45,6849728,119863073,2021,0.1,17.45
2010-06-24,17.7,18.65,17.5,18.65,19650555,358630086,5030,1.2,18.65
2010-06-25,18.55,18.7,17.5,18.0,10995954,199811671,3525,-0.65,18.0
2010-06-28,17.9,18.45,17.35,17.95,8164609,147415189,2575,-0.05,17.95
2010-06-29,18.0,18.05,17.4,17.4,5423092,95547197,1828,-0.55,17.4
2010-06-30,16.8,17.85,16.8,17.85,4208708,73105662,1542,0.45,17.85
2010-07-01,17.8,18.15,17.4,17.5,4932587,87137079,1590,-0.35,17.5
2010-07-02,17.8,17.8,17.45,17.5,2453405,43120994,810, 0.00,17.5
2010-07-05,17.7,18.2,17.7,18.2,5037560,90488679,1565,+0.70,18.2
